cluster_id,text,count,sustainability_class
2158,Local engagement and education programmes around the world,29,PS
2159,Avoidance of plant species with fleshy fruits or weak fragile branches in high pedestrian traffic areas or low cleanup budgets,3,
2160,Social protection measures to enhance adaptive capacities in vulnerable regions,70,NR
2161,Three-year rotational harvesting programme for reeds,5,NR
2162,Radical policies to combat the inverse care law and ensure equitable distribution of healthcare resources.,18,NR
2163,Coordinated development policies,6,
2164,Development and integration of intelligent monitoring systems with water treatment technologies,6,S
2165,Harmless disposal of residential garbage for reservoir water protection.,3,PS
2166,Delta Plan for water management in the Netherlands,83,S
2167,Implementation of species-site matching for timber planting,28,S
2168,Efficient planning and monitoring of education and health sectors,15,NR
2169,Policy assistance targeting economically vulnerable groups based on race-ethnicity and immigrant status,4,
2170,Public health initiatives designed and targeted with the specific needs of ethnic minority communities in mind,11,NR
2171,Seeking resources from governmental institutions for the implementation of clean energy alternatives,25,S
2173,Support platforms for technology sharing and cross-regional research collaboration.,134,S
2174,Standardizing the logging system in economically developed areas,9,NR
2175,Fulfilling food and nutritional needs of families,5,NR
2177,Use of social indicators to guide government policy making,7,NR
2178,Plan for Management and Urban Planning of Bamako and Surrounding Areas,103,S
2179,Proper labeling and storage requirements for used fixer solutions,4,NR
2180,Management of rampant development around protected areas to prevent adverse impacts.,8,S
2181,Forest reservation and the limitation of urban sprawl,31,S
2182,Large-scale renewable energy projects,26,S
2183,Accelerating the promotion of standardized recycling and disposal of plastic waste,938,S
2184,"Providing fringe benefits (e.g., subsidizing childcare, transportation, or meals) to alleviate financial stress",4,NR
2185,Conducting further research on the effectiveness of PPI in diverse educational settings and countries,7,
2186,Co-management strategies to facilitate participation in sustainability measures and adherence to regulations.,6,PS
2187,Funding systems analytical studies to identify possible risks and problems during subsequent implementation of DAC technologies,8,
2188,Dealing with socioeconomic needs,35,NS
2189,"Lei Complementar n. 14.016, de 21 de junho de 2012 (2012). Rio Grande do Sul",3,
2190,"Portaria n. 4.992, de 5 de fevereiro de 1999 (1999). Ministério da Previdência Social",7,
2191,Communication of countermeasures to physical inactivity to physical education teachers and the general population,6,NR
2192,Reducing CO2 emissions through renewable energy efficiency.,277,S
2193,Check the activities of the local people which pollute the lagoon.,5,S
2194,Academic–community partnerships to address nutrition challenges and public health disparities,7,NR
2195,Drafting regulations that support a community-based service model for healthcare,41,NR
2196,"Targeted support for the agricultural sector, focusing on sustainable practices and climate resilience",7,S
2197,Implementation of environmental legislation and governance to curb environmental pollution,20,S
2198,Exercising inclusivity towards underserved communities to drive increased PNC uptake in Gandaki Province,12,NR
2199,Policy that forces producers to use energy efficient practices,8,S
2200,Federal and municipal financing programs,7,NR
2201,Large-scale tree planting in the South for forest recovery,9,S
2203,Ministry of Health food and nutrition guidelines for pre-schoolers,54,NR
2204,"Social prescribing model of care, utilising holistic support and linking to services and social activities",109,NR
2207,Employee training programs to improve knowledge and skills of construction workers,57,PS
2209,Facilitating Collaboration Among Stakeholders to enhance resilience by fostering trust and strengthening partnerships between local communities and external agencies,5,NR
2210,Support from all stakeholders to ensure successful intervention implementation and continuation,22,NR
2211,Efficient use of financial resources for GBI implementation,16,PS
2212,Research on ecologically important areas that have not received attention yet,36,S
2214,Prohibition of some human activities,6,PS
2216,Implementation of electriﬁcation measures,173,S
2217,Harness the integrative-fostering capacity of all frontline workers beyond the health sector,15,NR
2218,Institutionalization of participatory approaches to implement RMA-HD,4,PS
2220,Implementing organizational interventions that enhance working conditions,17,NR
2221,Global enhancement of environmental awareness,7,PS
2222,Tailoring interventions based on participants' initial level of control and education,23,
2223,Integration of education and advice given in primary and secondary care for people with epilepsy,41,NR
2224,Consider trees and living walls on parking lots and trees as boundary conditions for visual quality assessment,9,S
2225,Longitudinal studies on the psychosocial outcomes or coping strategies of parents and caregivers,7,
2226,Policies promoting sustainable production,7,S
2227,Increase in the number of dormitory facilities,9,PS
2228,State intervention to prevent the disappearance of the argan forest,21,S
2230,Multiyear studies that include comparisons between impacted and reference areas to assess recovery from environmental accidents or disturbances,4,
2231,Government support for health-promoting EBIs for older adults,5,NR
2232,Creating new district planning procedures,41,NS
2233,Management of Rangkui River and green open space in Pangkal Pinang,8,
2234,Municipal telephone consultation support programme.,27,NR
2235,Provision of movement permits for certain categories of farmers during the lockdown,8,NR
2238,Educational programs that form sustainable habits from an early age,25,NR
2240,Targeted treatment technologies,26,S
2241,Integration of highly productive forest plantations with freshwater aquaculture management to create multi-functional landscapes,3,S
2242,Designing and implementing programs to improve school management in low- and middle-income countries (LMICs).,5,
2243,Support programs for small farmers or specific vegetables,29,PS
2244,Providing a budget for technological progress to support sustainable economic programs,5,PS
2245,Exploring a multicenter governance model to address collective action dilemmas in the process of realizing the value of ecological products,29,PS
2246,Knowledge and instruction regarding the application of new policies,20,NR
2247,Implementation of social safeguards to prevent marginalization of existing populations during infrastructure projects,9,NR
2248,Strengthening household economies to improve access to nutrition and healthcare services for low-income families.,27,NR
2249,Ecological conversion of farmland policy,7,NS
2251,Initiatives aimed at water harvesting and natural restoration systems,10,S
2252,Incentivizing local content requirements,18,NR
2253,Cultural norms shaping time use allocation decisions and health,5,
2254,Application of Other Effective area-based Conservation Measures (OECMs),66,S
2255,Promoting education and food sovereignty actions,6,NR
2257,Preparation of biodiversity conservation parks/gardens,11,S
2258,More efficient waste treatment,51,S
2259,Management actions to mitigate the impact of urban threats,15,PS
2260,Implementation of agrotechnical measures for continued agricultural use of certain fields,8,NR
2261,Providing appropriate mental and physical environments,22,NR
2262,Integration of local knowledge into sustainable agriculture policies,6,PS
2264,Advancement of strategies based on degrowth,76,S
2265,"Plan to tend young, newly afforested forests",3,S
2266,Larger protected areas embedded with effective fisheries management strategies,14,S
2267,Holistic approach to addressing challenges,42,S
2268,Implementing small retention to forest areas,9,S
2271,Interventions addressing socioeconomic disadvantages to improve life satisfaction among older individuals in economically depressed areas,6,NR
2272,Incorporate ecological ethics within systems and develop environmentally conscious behavior,4,PS
2273,Promoting self-care practices,43,NR
2274,"Federal government infrastructural developmental priorities in agriculture, resources allocation and revenue allocation based on the principle of equitable development",3,
2275,Prioritise nutritional education as a preventive strategy,8,NR
2276,Prenatal education programs to enhance maternal self-efficacy and maternal role competence,6,NR
2277,Training lay counsellors to provide social support to individuals who are stressed,3,NR
2278,Territorial rights over custodia areas,6,PS
2281,Integrating UGI into urban planning,50,S
2282,Shifting from city scale expansion to urban quality improvement,3,PS
2283,Developing standardized data collection methods for pre- and post-storm assessments in urban forestry,4,
2284,Commercial considerations in reshoring decision-making processes,73,
2285,"Implementation of urban observatories to monitor urban growth and its impacts, including pollution levels",4,
2286,Informal caregiver’s contribution to the patient’s day-to-day self-care,3,NR
2287,Structured patient education and goal setting integrated into routine care,5,NR
2289,Identification and establishment of protected areas in the wintering range of the species where direct persecution and other threats are eliminated to increase the survival rates of sub-adult and adult individuals,3,PS
2290,Implementing sustainable development practices,17,S
2291,"Coordinated equilibrium scenario, balancing green ecological index, secondary industry value, total population, and GDP",9,PS
2292,Development and implementation of digital twin (DT) for monitoring and predicting changes in urban infrastructure,169,S
2293,Municipal authorities are responsible for risk management activities and provision of necessary infrastructure,8,
2294,Maximum feasible reductions on all substances involved,5,S
2297,Appointment of District Chief Executives (DCEs) by the President in Ghana,10,
2299,"Integration of green infrastructure, climate-resilient materials, and coastal protection measures into urban regeneration framework",5,S
2300,Providing more help to widowed individuals,11,NR
2301,Initiatives from forest research and regional associations for chestnut revitalization,38,S
2302,Organizing social activities to increase the happiness levels of school administrators,3,NR
2303,Localized response or adaptation planning for climate change impacts,4,S
2304,Participatory farm planning exercises for optimizing the allocation of land for forage production on farmers’ fields.,9,NR
2305,Engage local communities in decision-making processes for fostering local stewardship of natural resources.,7,S
2306,"Combining HRV BFB with relaxation imagery, progressive muscle relaxation, and other forms of psychological-based interventions.",6,NR
2307,Land use management in China and India,22,S
2308,Training health care professionals to be autonomy-supportive,5,NR
2309,Integration of indoor and outdoor campus landscape,37,PS
2310,Collective action enabled by a common model in regions with many countries without requiring over-complex multi-country agreements,18,NR
2316,Consider a Mantella site for conservation,3,PS
2318,Extension messages emphasizing the use of reduced tillage in developing countries,3,
2319,Availability and efficient use of financial resources,45,PS
2320,"Multi-stakeholder perspectives in biodiversity governance, including CSOs and conservation groups",9,NR
2321,Formulating carbon emission reduction policies,3,S
2322,Establishment of community-based agricultural support networks,14,NR
2323,Promoting a supportive working environment to prevent emotional exhaustion and promote job satisfaction.,5,NR
2324,Enhancing research and development to address water management challenges,7,S
2325,"Designing public health strategies and interventions to reduce health risks at the level of communities (e.g., changes in urban/neighborhood design to facilitate physical activity and reduce obesity)",3,NR
2328,Restricting development in high-risk zones,5,NR
2329,"Equitable resource allocation to schools serving historically marginalized populations, providing academic, emotional, and extracurricular support necessary to meet students’ needs.",10,NR
2332,"Prioritizing adaptive, spatially optimized land-use planning approaches that balance economic growth with long-term ecological integrity",14,S
2333,Participatory methods that integrate social dimensions with ecological values,5,PS
2334,Green transformation of polluting enterprises through advanced technology introduction.,7,S
2335,Quantification of GHG emissions attributable to waste management to guide communities and companies,10,PS
2336,Safeguarding water resources in disaster-prone areas,19,NS
2337,Effective protection of farmers’ benefits,10,PS
2342,Divesting agricultural research focusing on increasing crop yields,13,
2344,"Adopting specific, community-generated criteria and performance indicators for forest management",4,NR
2345,Land resource capitalization process with value evaluation and ecological value realization,6,
2346,Training and support programs for therapists to facilitate the effective implementation of SDT,11,NR
2347,Formulation of region-specific strategies by policymakers to ensure balanced and coordinated urban development,10,PS
2348,Regulations against encroachment on wetlands and forests,9,S
2349,Implement appropriate environmental regulation policies for regions with different economic development conditions,229,S
2350,Prioritization of families with multiple care burdens in government policies,5,
2351,Sustainable Development Goal 7 on Affordable and Cleaner Energy,68,S
2353,Improvement program through anticipation element for safety resilience,6,NR
2354,Utilize economic and administrative indicators that predict individual’s job performance in studies on organizational effectiveness,5,
2355,Update mapping and control of pluvial and sewage discharges in the area,4,S
2356,Incorporating temporal adjustments to account for evolving employee priorities,5,
2357,Implementation of new state of the art literature standards for using aerogel plaster in circular economy practices,7,PS
2358,Financial tools to promote the upgrade of the building envelope in combination with the installation of PVs on buildings,4,S
2359,Effective regulation of land use to reduce environmental trade-offs,11,S
2360,Restoration and management of forest reserve by the state forestry department,15,S
2362,Provided subsidies for infrastructural adaptation of sustainable urban planning,5,
2367,Piecemeal approaches to rural and agricultural support,61,
2369,Policies and interventions that increase the empowerment of women to improve child health,4,NR
2370,Implementation of population health strategies to address community-level needs,12,NR
2371,Promoting and facilitating physical activity during the pandemic.,649,NS
2375,Nurturing a culture of health,6,NR
2376,Grazing restrictions in the core areas of the parks and community managed buffer zone forests,15,S
2377,Conscious management of irrigation practices to prevent discharge of solids during important rain events,5,NS
2378,Financial grant program.,11,S
2379,Financial resources for transitioning from waste disposal to waste utilization,3,NR
2380,Policies that enhance human welfare,11,NR
2382,Social and economic empowerment of vulnerable groups,3,NR
2383,Exchange of knowledge among producers to initiate processes of food quality construction and foster innovation in rural industries,13,S
2384,Stricter P discharge regulations,19,S
2386,Educational programs and systematic monitoring,18,S
2389,Legal actor representation in the Sa˜o Francisco Basin,6,
2391,"Self-care training program for the elderly (proper diet, physical exercise, sleep and medication)",3,NR
2392,Farmers are involved,9,NR
2393,Promoting sustainable practices such as circular economy models,4,S
2394,Agricultural prices that induce land use fluctuations,7,
2395,Ecological construction projects,14,S
2396,Tailoring feedback interventions to support personal wellbeing of EMS professionals.,18,NR
2397,Sustainable neighborhood construction,5,S
2399,Binding systems for carbon reduction,4,S
2402,Assessment of the conservation value of less-intensively managed HMFs for flagship species and local biodiversity.,3,
2406,Policy incentives and regulations that promote the adoption of sustainable technologies,18,S
2409,Aggregates Levy Sustainability Fund (ALSF) in the UK,6,NR
2410,General Recommendation No. 24,13,NR
2411,Extension services advising farmers to remove trees to avoid resource competition and disease spread,3,NS
2412,Structured procedures for continuous community engagement,20,PS
2413,Awareness sharing activities at different levels of the value chain,9,NR
2416,Resident engagement for maximizing RP credit effectiveness,4,NR
2417,Improvements in logistics and contingency planning for decommissioning,21,NR
2418,forming cross-sector coalitions to coordinate resources and community engagement,7,NR
2420,Targeted interventions that consider family socioeconomic backgrounds.,19,NR
2421,Guidelines of obligatory fingerprinting,14,
2422,Species diversification and destocking,7,
2423,Implementing programs aimed at bolstering the psychological well-being of experienced learners,7,NR
2425,Alley cropping subsidy programs,5,
2427,Improving communication skills with market agents for project beneficiaries,9,NR
2428,Innovations in fertilization and irrigation to increase food supply and ensure food safety,3,PS
2429,Directing increased money supply into productive development infrastructures,3,
2430,Local groups of farmers and stock-breeders negotiating land allocation and material exchange patterns,19,NR
2431,Measures to control pollution from untreated wastewater in urban areas,4,S
2432,Facilitating the marketing of organic fertilizer produced by farmer groups,9,PS
2433,Healthy behavior incentives for low-income residents,6,NR
2434,Spatially-specific greening strategies that consider specific socioeconomic factors throughout the region,6,NR
2435,Future research to further explore the nuances of the educational experience as they relate to health outcomes over the lifespan,11,NR
2436,Implementation of CMHC dashboards in Rhode Island,5,NR
2437,Mindful leadership in healthcare,14,PS
2441,Policies to improve family educational resources and parental style in rural areas,5,NR
2442,Govt should promote eco-friendly environments for sustainable growth.,18,S
2443,Improved ACT availability,9,NR
2445,Standardization of processes and research designs in the end-user activation and engagement,11,
2446,Diversification of policy instruments,6,PS
2447,Government policies to provide adequate technical knowledge to farmers,33,PS
2449,Use forage plants to decrease fallow lands,14,S
2450,Advanced environmental obligations on concessionaires,4,S
2451,Additional imports of food as incentives for marine conservation in islands where most fishing activities provide food for subsistence,3,
2452,Inclusion of isolated community members through the role of a health promoter,10,NR
2453,Labor market policy makers must do more implementations to increase health of workers,9,NR
2455,Utilizing data-driven planning to optimize land use.,5,S
2456,Free physical check-ups for elderly people,4,NR
2458,Regional Regulations on Energy Utilization and Conservation,6,S
2459,Development of health care delivery capacity in the areas most affected by poverty,9,NR
2460,Consultation and compensation of fringe communities for land acquired for Kogyae Strict Nature Reserve,3,
2462,The collaborative sharing of the concentrated power of government to work toward a common good.,4,NR
2463,Conducting educational campaigns to raise awareness about the benefits of green spaces and promote their use,10,S
2465,Modified quota regime for household emissions mitigation,11,NR
2468,Application of Bioplant soil conditioner at half the manufacturer’s recommended rate for lettuce cultivation,3,NR
2469,R&D subsidies for state-owned enterprises,5,
2470,National ‘Solid Start’ programme in the Netherlands,14,NR
2471,Inter-professional teamwork and collaboration with and for older people and relatives to foster empathy and empowerment.,8,NR
2472,Learning network for interviewers to learn from each other through continuous interaction and perform conversations in each other’s care organizations.,8,NR
2474,Integration of the concept of humanistic care into personal ability development and clinical work practices,9,NR
2475,Optimizing economic and industrial structures,3,
2476,Grid-based management of urban communities,20,NR
2477,Encouraging sharing of products and services to mitigate climate change,6,S
2478,Encouraging the use of energy efficiency measures in buildings,10,S
2480,Multifaceted interventions to reduce routine blood testing in ICU,24,NR
2481,"Welfare measures to reduce economic, housing, and access-to-care disparities",6,NR
2482,Cash subsidies that correlate with periods of food scarcity,3,NR
2484,International environmental agencies preventing communities from practicing local resources-based solutions and forest resource-based measures for sustainable living.,3,NS
2485,Developing carbon emission reduction strategies,3,S
2487,Developing a,7,PS
2488,Health professionals should counsel more often,24,NR
2491,Market-based instruments like pollution taxes or cap-and-trade markets.,11,S
2494,Availability of diagnostics to reduce diagnostic uncertainty,15,NR
2495,Ensure private enterprises comply with infrastructure requirements to prevent material from leaving the country,8,
2499,Policy refinements and interventions targeting vulnerable groups,6,NS
2500,"Evaluation approaches sensitive to equity, cultural aspects, and social equity",16,NR
2501,"Training workshops for farmers to improve managerial capabilities and minimize losses from disease incidence, mortality, and wastage of resources",11,NR
2503,Implement strategies to strengthen social support for the elderly,3,NR
2505,Community-based case management,12,NR
2508,Greenway supplement strategies to address service blind zones in the main urban area,3,PS
2510,Further utilisation of renewable energy supply,6,S
2512,Improving the quality of primary health care clinics in the most disadvantaged rural districts using equity formulas,10,NR
2515,Ensuring land ownership for building habitable houses,7,NR
2516,Strategies to support individual and household economic stability,25,NR
2518,Mental health inclusion in nutrition education,11,NR
2525,Creating nature reserves for the protection of biodiversity and ecosystem services,5,S
2526,Integration of health coaching services into Taiwan's medical system,7,NR
2529,National policies that promote economic resilience and sustainable development.,5,
2532,Control of water flow in the Segura River through the management of the tablacho (a water control structure) by the local judge of waters.,13,
2535,Establishing consolidated centers of backyard agricultural products,5,NR
2544,Financial support for farmers to implement multifunctional agriculture,5,S
2545,Regulations for promoting responsible AI use,993,S
2547,Leveraging technology to improve service accessibility,6,NR
2548,Community-control model for health programs,3,NR
2550,Encouragement of constituents to support officials in drafting and advocating for policies that address period poverty.,3,NR
2552,Guidance for administrative standards for contamination of the work environment. Regulations of 22 December 2014 No. 1883.,3,
2553,Investing in research initiatives to understand the nuanced challenges faced by students in higher education.,7,
2554,Reinforcing behavioral interventions and family or community support programs to overcome psychological and social barriers to physical activity among patients with type 2 diabetes,16,NR
2555,Developing targeted health promotion programs to address modifiable health behaviours that influence BMI trajectories,5,NR
2556,Establishing technology transfer platforms and leveraging government-supported programs to disseminate sustainable farming methods,10,S
2558,Develop an operational framework that enables them to meet market participants’ and employees’ needs,3,
2559,Strict adherence to spatial compliance for siting PFSs (Petroleum Filling Stations),7,
2560,Life skills training program based on self-care for Afghan women,17,NR
2561,Implementation of environmental friendly technology utilizing organic resources such as agricultural and livestock waste,4,S
2562,Adoption of international standards for vehicle and fuel supply infrastructures,8,
2563,Providing training to line managers on staff health and wellbeing,3,NR
2564,"Implementing effective conservation measures, such as habitat restoration, controlled fishing, and periodic assessments of water quality",3,S
2565,Government support for rural entrepreneurship,21,PS
2567,Train farmers on efficient feeding practices to maximize returns.,17,S
2568,Government supervision and facilitation of agreements between communities and companies,3,
2569,Educational workshop provided to health professionals about child undernutrition,4,NR
2572,"Early intervention programs focusing on maternal and child nutrition, healthcare, and education in developing countries",18,NR
2573,Public awareness campaigns to acknowledge the importance of social relations for health,6,NR
2577,"Enforcing governmental laws, regulations on sustainability",3,PS
2578,Environmental fee rates for MHW separation,5,NR
2579,Ensuring that CR coordinators in rural and remote WA have the capacity to provide support for home exercise and other alternative methods of program delivery,4,NR
2580,Land greening and beautification actions,14,S
2581,"Supporting smallholder farmers through financial incentives, cooperative farming models, and access to training.",4,NR
2582,Improving the nutritional aspects of food,3,NR
2583,Establishing a new type of energy utility to manage internal supply and demand and imported renewable energy supply to the district,3,PS
2585,Providing continuous information on the advantages and usages of contact-free services.,5,NR
2586,"Designation of producing, consuming, and balanced areas at the provincial levels for grain production and distribution",38,NR
2587,Ley 17 823 de 7 de septiembre de 2004. Código de la Niñez y la Adolescencia. Parlamento de Uruguay.,12,
2589,Implementation of laws to monitor and check water quality degradation,4,PS
2590,New financing models incorporating companies in the food and agricultural industries,13,NR
2592,Primary prevention community programs for promoting healthy dietary habits,3,NR
2593,Encourage entrepreneurs to upgrade the environment and activities at golf courses,4,NR
2594,Public participation in decision-making and awareness about wastewater treatment methods,7,S
2596,Improved subsidy access for low-income households,13,NR
2599,Implement mindfulness and resilience training for healthcare professionals.,4,NR
2601,Implementation of greenhouse gas mitigation technologies,5,S
2603,Critical review of architectural education/research in response to complex socio-economic contexts of historically disadvantaged communities.,12,NR
2604,WHO (2024) recommendations for comprehensive psychosocial support,3,NR
2605,Implementation of carbon reduction targets,5,S
2607,Integrating behavioral and psychological interventions at primary care level,13,NR
2608,Introduction of a travel reservation system for metro stations to improve passenger travel efficiency and reduce infection risk during the COVID-19 pandemic.,7,NR
2609,Conducting further research using a control group to assess the impact of simply sitting and not working on employee well-being.,3,
2610,Conducting detailed financial and uncertainty analysis to cement project bankability,4,
2611,Free testing programs for vulnerable populations,4,NR
2613,"Integrated actions involving public authorities, civil society, and research institutions for environmental management",4,S
2614,Adjusting regional resource allocation according to the characteristics of each region,4,
2615,Carrying out strict monitoring of forest conservation areas,14,S
2619,CAP aid attributed based on results obtained,4,S
2623,Enhancing relevant personal and job resources,3,NR
2624,Involving parents and caregivers in interventions for children to ensure their psychological well-being,5,NR
2625,Policy of returning farmland to forest in the Loess Plateau,4,S
2627,"Mechanisms that facilitate access to land for full-time existing or new farmers and that improve farmers’ professional development, emphasizing their business and social networking skills.",5,PS
2631,ICOPE digital application for enhancing accessibility and standardization of IC assessments.,6,NR
2635,Implementation of farmland-ditch-pond systems to control drainage and reduce nitrogen runoff into waterbodies,6,S
2636,"Issued guidelines and training, increasing staff capacity and addressing socio-economic barriers",6,NR
2641,Formalized NGO-government collaboration to deliver community-based interventions for child health,9,NR
2643,"Implement more impactful policies that promote maternal education, contraceptive use and improve living conditions of women in rural areas",4,NR
2645,Notice on Prohibition of Tourism Activities in the Zhaling-Eling Lake and Xingxinghai Nature Reserve Zones,3,
2651,Soft interventions that leverage the social exchanges established by public servants suffering from prejudicial practices,4,NR
2653,Integrating environmental concerns into land-use planning and urban development,6,S
2655,Balint-type groups for faculty to foster a culture of well-being,4,NR
2656,Adoption of push–pull cropping system by small-scale farmers,4,S
2657,"Differentiating between local and global impacts, and on-site and off-site impacts to facilitate decision-making processes.",4,
2658,Examining the extent of engagement in current mental health services and practices,4,NR
2659,Educational intensification strategies involving community leaders and creating a youth-friendly atmosphere to increase youth participation in Posyandu,4,NR
2662,State-owned natural resource asset big data center,16,PS
2663,Long-term follow-up to check the sustainability of nutrition intervention results,8,
2665,Development and application of water conservation and waste load reduction strategies,3,S
2667,Identifying and protecting key supply areas for water retention based on ecosystem service flows,7,S
2668,Construction of high-standard farmland,31,NS
2669,Widespread implementation of low-carbon renewable energy systems,5,S
2670,Improving accessibility and responsiveness of healthcare services,3,NR
2671,Subsidies and incentives for rural areas,4,
2674,"Enhancing supports, education, and training for community care workers regarding the provision of care for structurally vulnerable populations",3,NR
2679,"Infrastructure investments should prioritize eco-friendly transportation, green parking systems and improved signage",8,S
2680,Teachers and caregivers need to provide opportunities for cognitive stimulation and interactions with children.,4,NR
2681,Engaging tourists and residents in planning and decision-making processes related to sustainable transportation and mobility infrastructure.,3,NR
2682,Integrated sustainable land use planning,5,S
2683,Making employees feel valuable,19,NR
2684,"Continuous investments in increasing institutional capacities on sustainable spatial planning, environmental protection, and climate change management",9,S
2685,"Creating multi-stakeholder platforms for participatory planning, including farmers, cooperatives, NGOs, and academia",4,NR
2686,"Investment in R&D focusing on biomass gasification, carbon capture, and torrefaction technologies.",9,S
2687,Implementation of appropriate land uses that enhance forest ecosystem services,18,S
2690,Ecological management of the Loess Plateau,11,S
2691,Multi-scalar approach to redress larger-scale policy that undermines resources and creates shocks,6,NR
2692,Transform internal traffic system of capital-intensive industrial heritage sites to connect with urban traffic system,3,NR
2695,"Training and development practices that consider national culture characteristics, such as high power distance and uncertainty avoidance in Indonesia",7,NR
2696,Norwegian activation reform,8,NR
2698,Leader selection and requirement process,4,
2701,Government-implemented training regarding maternal health and disability among providers,5,NR
2702,Home-based psychoeducation program for first-time mothers,3,
2704,Enhancing employee competence to improve performance,6,NR
2706,Subregional land use planning and management,3,
2707,"Reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",3,PS
2708,National programme of distributed farming measures,4,PS
2709,Individual farmers retaining and maintaining SWC structures,5,S
2718,Enhancing community participation,5,PS
2720,Embedding robust monitoring and evaluation systems within rural digital fitness initiatives,7,NR
2724,Improving soft loans and subsidies,3,PS
2728,Transparency in the EIA and development of EMPs,6,
2730,"Improve the 'chain effect' of medical, education, and infrastructure development on social urbanization through a rational allocation of resources",3,
2731,"Integrated land management strategies that prioritize biodiversity, carbon storage, and resilience against ongoing environmental changes",16,S
2732,Total's clean energy policy with goals aligned with the Paris climate agreement,3,S
2735,Developing a real-time data monitoring system to track the progress of digital economy initiatives and their impact on urban–rural integration,12,
2740,"Defining a threshold load value, where hotspots include buildings with loads higher than the threshold.",5,
2741,Sustainable development and increasing biodiversity and adapting to climate change,4,S
2743,Industry self-reporting to promote a pattern of continual improvement and innovation among cruise corporations,6,PS
2744,Public policies to implement ecologically-based practices and technologies,6,S
2745,"Equity of access for students in regional, low-income, or international contexts",10,
2749,Incentivization programs for small-scale farmers,3,
2750,Improving access to/availability of services/destinations,6,NR
2751,Psychological guidance to encourage public use of solar-powered aerial funicular,3,
2753,Engaging the tribal elderly population in income generating schemes.,3,NR
2755,"Sustainable extraction and reinvestment strategies for natural resources, emphasizing the development of green technologies and the promotion of circular economy practices.",8,PS
2756,Proactively increasing/maintaining home autonomy to alleviate emotional demands,6,
2757,Investing in continuous improvement and structured response mechanisms,12,PS
2758,Adopt measures to improve health status,4,NR
2763,Training deans to foster participatory decision-making and align departmental goals with institutional missions,7,NR
2765,Future implementation of management practices to tune the CAP and reorient it towards environmental sustainability and biodiversity conservation,4,PS
2767,Policy adaptation innovation to break through the host country’s regulatory rigidity,6,
2772,"Promoting the use of green spaces, urban trees, and sustainable urban drainage systems",20,S
2776,Inter-sectorial collaboration to increase coverage of education,8,NR
2781,"Integrating green spaces within urban planning for carbon sequestration, improving air quality, and enhancing urban biodiversity",20,S
2782,Incentives promoting biodiversity and smallholder competitiveness,4,PS
2787,Transformative urban greening,9,S
2791,Mitigation in the fossil sector in China and India,8,S
2795,"Comprehensive capacity-building program, information dissemination, and awareness raising among farming communities",8,NR
2796,Expand research on NPs to fully comprehend their implications.,3,
2799,Design and promotion of cropping systems less dependent on pesticides,8,S
2800,"Identification of the best combination of system support through schools, communities, and health care systems",8,NR
2804,Green Municipality initiative implemented the CAR (Rural Environmental Registry),3,
2807,Development of environmentally friendly infrastructure,24,S
2808,Movement limitation measures taken in 44 northern China Cities,4,PS
2809,Adopt scientific interventions in routine management and health care services.,3,NR
2810,Prioritizing healthcare services for the less affluent community,3,NR
2812,Combination of DAP fertilizer and compost with pesticidal plant treatment for higher yield and pest resistance,3,NR
2813,Professional training and education for the successful implementation of PCC,9,NR
2817,Development of Python 3.9 software for quick calculations and quantitative assessment of the state of organic waste generation by households,4,
2819,Large-scale energy efficiency program partly financed by carbon revenue.,7,S
2821,"To improve the performance of Qes, China, India, the USA, Indonesia, Pakistan, Nigeria, Japan, and Bangladesh are recommended to increase ESs while maintaining (not increasing) ESw.",3,
2823,Penalties and fines for non-compliance with bio-waste circularization in China,3,PS
2827,Integrating community-based approaches,8,PS
2830,Eco-tourism and nature reserves for land conservation,6,PS
2831,Agricultural support policies for good agricultural practices,5,S
2834,Building a production base that relies on renewable energy sources to reduce pollution levels.,3,S
2838,Landscape governance in island settlements integrating industrial development and long-term sustainability,10,
2841,Better water management systems,6,S
2842,Development and use of Decision Support Systems to spatially visualise the potential consequences of climate change in different natural and human systems and sectors,3,PS
2843,Construction of a regular ecological risk monitoring and early warning system,6,
2844,Integrated climate change mitigation and resilience strategies to lessen the future burden of disaster recovery on communities.,6,S
2856,Financial support for photovoltaic micro-installations,3,PS
2864,Mentoring and training in stress management and adaptive leadership for future leaders,3,NR
2866,New accounting and valuation framework for the Amazon,3,PS
2868,Government policies to improve access to markets and economic returns for farmers,3,NR
2872,Balance content with accessibility and intensity for participants in health interventions,4,
2880,Tailored interventions targeting specific domains of employee well-being to improve employee productivity and satisfaction with their work.,4,NR
2883,Reducing transportation impacts by optimizing field activities for research,6,NR
2885,Adoption of participatory planning,3,NR
2894,Educating communities,6,S
2896,Combination of neural-network-controlled heating time of microwave ovens with food refrigeration units in solar-powered vending machines for sustainable food preparation and energy management.,4,PS
2897,Directing areas of intervention toward health improvement,5,NR
2901,"Inform farmers, especially in rural areas, about improved agricultural practices and technological discoveries to enhance food production.",5,PS
2904,Proper policy and management to harness solar energy for homes and industry in Nigeria,3,S
2905,Promote large deployment of VRE supported by other green initiatives,3,S
2906,Denial of the correlation between the destruction of the natural environment and the global outbreak of a pandemic.,3,
2908,Environmental intermediaries and mechanisms that monetize ecosystem services in ecologically sensitive zones,3,NR
