country,decile,year,data_level,ewbi_score,eu_priority_score,secondary_score,primary_score,eu_priority,secondary_indicator,primary_index
PL,All Deciles,2014,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2014,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2014,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2014,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2014,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2014,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2014,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2015,EWBI,0.746248186114647,,,,,,
PL,All Deciles,2015,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2015,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2015,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2015,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2015,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2015,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2015,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2015,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2015,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2015,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2015,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2015,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2015,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2015,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2015,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2015,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2015,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2015,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2015,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2015,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2015,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2015,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2015,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2015,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2015,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2015,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2016,EWBI,0.74896773964175,,,,,,
PL,All Deciles,2016,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2016,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2016,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2016,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2016,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2016,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2016,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2016,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2016,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2016,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2016,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2016,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2016,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2016,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2016,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2016,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2016,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2016,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2016,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2016,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2016,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2016,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2016,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2016,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2016,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2016,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2017,EWBI,0.7501801717654704,,,,,,
PL,All Deciles,2017,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2017,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2017,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2017,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2017,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2017,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2017,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2017,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2017,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2017,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2017,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2017,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2017,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2017,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2017,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2017,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2017,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2017,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2017,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2017,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2017,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2017,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2017,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2017,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2017,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2017,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2018,EWBI,0.7471432007574116,,,,,,
PL,All Deciles,2018,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2018,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2018,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2018,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2018,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2018,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2018,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2018,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2018,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2018,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2018,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2018,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2018,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2018,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2018,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2018,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2018,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2018,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2018,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2018,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2018,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2018,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2018,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2018,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2018,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2018,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2019,EWBI,0.7496513889379149,,,,,,
PL,All Deciles,2019,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2019,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2019,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2019,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2019,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2019,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2019,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2019,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2019,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2019,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2019,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2019,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2019,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2019,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2019,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2019,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2019,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2019,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2019,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2019,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2019,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2019,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2019,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2019,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2019,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2019,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2020,EWBI,0.7535287328703034,,,,,,
PL,All Deciles,2020,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2020,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2020,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2020,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2020,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2020,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2020,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2020,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2020,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2020,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2020,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2020,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2020,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2020,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2020,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2020,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2020,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2020,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2020,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2020,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2020,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2020,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2020,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2020,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2020,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2020,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2021,EWBI,0.7752663336385986,,,,,,
PL,All Deciles,2021,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2021,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2021,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2021,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2021,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2021,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2021,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2021,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2021,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2021,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2021,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2021,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2021,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2021,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2021,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2021,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2021,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2021,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2021,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2021,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2021,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2021,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2021,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2021,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2021,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2021,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2022,EWBI,0.7706998102963106,,,,,,
PL,All Deciles,2022,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2022,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2022,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2022,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2022,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2022,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2022,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2022,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2022,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2022,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2022,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2022,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2022,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2022,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2022,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2022,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2022,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2022,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2022,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2022,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2022,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2022,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2022,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2022,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2022,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2022,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PL,All Deciles,2023,EWBI,0.7670618805252664,,,,,,
PL,All Deciles,2023,EU Priority,,0.6844126926351244,,,Agriculture and Food,,
PL,All Deciles,2023,EU Priority,,0.853211095018387,,,Energy and Housing,,
PL,All Deciles,2023,EU Priority,,0.7567256183177391,,,Equality,,
PL,All Deciles,2023,EU Priority,,0.6580513728527402,,,Health and Animal Welfare,,
PL,All Deciles,2023,EU Priority,,0.870172197648976,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PL,All Deciles,2023,EU Priority,,0.7370763441990947,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PL,All Deciles,2023,EU Priority,,0.8446433574095036,,,Sustainable Transport and Tourism,,
PL,All Deciles,2023,Secondary Indicator,,,0.4125974638867061,,Agriculture and Food,Nutrition need,
PL,All Deciles,2023,Secondary Indicator,,,0.9562279213835426,,Agriculture and Food,Nutrition expense,
PL,All Deciles,2023,Secondary Indicator,,,0.6940899758798573,,Energy and Housing,Housing quality,
PL,All Deciles,2023,Secondary Indicator,,,0.8950035895496931,,Energy and Housing,Energy,
PL,All Deciles,2023,Secondary Indicator,,,0.9705397196256106,,Energy and Housing,Housing expense,
PL,All Deciles,2023,Secondary Indicator,,,0.9362088019241506,,Equality,Life satisfaction,
PL,All Deciles,2023,Secondary Indicator,,,0.631409292498109,,Equality,Security,
PL,All Deciles,2023,Secondary Indicator,,,0.8177248351384628,,Equality,Community,
PL,All Deciles,2023,Secondary Indicator,,,0.6415595437102339,,Equality,Digital Skills,
PL,All Deciles,2023,Secondary Indicator,,,0.545569062144083,,Health and Animal Welfare,Health condition and impact,
PL,All Deciles,2023,Secondary Indicator,,,0.7308769666521554,,Health and Animal Welfare,Health cost and medical care,
PL,All Deciles,2023,Secondary Indicator,,,0.6977080897619822,,Health and Animal Welfare,Accidents and addictive behaviour,
PL,All Deciles,2023,Secondary Indicator,,,0.9028306075259834,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PL,All Deciles,2023,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PL,All Deciles,2023,Secondary Indicator,,,0.7076859854209445,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PL,All Deciles,2023,Secondary Indicator,,,0.6727735398919583,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PL,All Deciles,2023,Secondary Indicator,,,0.8013791485062312,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PL,All Deciles,2023,Secondary Indicator,,,0.8699401152213463,,Sustainable Transport and Tourism,Transport,
PL,All Deciles,2023,Secondary Indicator,,,0.8193465995976609,,Sustainable Transport and Tourism,Tourism,
PT,All Deciles,2004,EWBI,0.4479589655698626,,,,,,
PT,All Deciles,2004,EU Priority,,0.4161503103153993,,,Agriculture and Food,,
PT,All Deciles,2004,EU Priority,,0.7628437387302037,,,Energy and Housing,,
PT,All Deciles,2004,EU Priority,,0.6900368292773804,,,Equality,,
PT,All Deciles,2004,EU Priority,,0.4075769656757849,,,Health and Animal Welfare,,
PT,All Deciles,2004,EU Priority,,0.1579623802670048,,,"Intergenerational Fairness, Youth, Culture and Sport",,
PT,All Deciles,2004,EU Priority,,0.6053015464539295,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
PT,All Deciles,2004,EU Priority,,0.6055098740864744,,,Sustainable Transport and Tourism,,
PT,All Deciles,2004,Secondary Indicator,,,0.4363503344181515,,Agriculture and Food,Nutrition need,
PT,All Deciles,2004,Secondary Indicator,,,0.395950286212647,,Agriculture and Food,Nutrition expense,
PT,All Deciles,2004,Secondary Indicator,,,0.6242118059977257,,Energy and Housing,Housing quality,
PT,All Deciles,2004,Secondary Indicator,,,0.7449459473239698,,Energy and Housing,Energy,
PT,All Deciles,2004,Secondary Indicator,,,0.9193734628689152,,Energy and Housing,Housing expense,
PT,All Deciles,2004,Secondary Indicator,,,0.7179857460763635,,Equality,Life satisfaction,
PT,All Deciles,2004,Secondary Indicator,,,0.5346318816522725,,Equality,Security,
PT,All Deciles,2004,Secondary Indicator,,,0.711561967745303,,Equality,Community,
PT,All Deciles,2004,Secondary Indicator,,,0.7959677216355824,,Equality,Digital Skills,
PT,All Deciles,2004,Secondary Indicator,,,0.4347608194997119,,Health and Animal Welfare,Health condition and impact,
PT,All Deciles,2004,Secondary Indicator,,,0.306663423396813,,Health and Animal Welfare,Health cost and medical care,
PT,All Deciles,2004,Secondary Indicator,,,0.4813066541308297,,Health and Animal Welfare,Accidents and addictive behaviour,
PT,All Deciles,2004,Secondary Indicator,,,0.1685567234899816,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
PT,All Deciles,2004,Secondary Indicator,,,0.0302772813044674,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
PT,All Deciles,2004,Secondary Indicator,,,0.2750531360065653,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
PT,All Deciles,2004,Secondary Indicator,,,0.6376275565084069,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
PT,All Deciles,2004,Secondary Indicator,,,0.5729755363994523,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
PT,All Deciles,2004,Secondary Indicator,,,0.453148224957006,,Sustainable Transport and Tourism,Transport,
PT,All Deciles,2004,Secondary Indicator,,,0.7578715232159429,,Sustainable Transport and Tourism,Tourism,
