Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Sufficiency ,Political Make-up & Governance,community driven planning,"  171,00 ",
Housing,Energy/resource/emissions,housing emission,"  171,00 ",
Logistic,Transport infrastructure,streamlining the transport,"  171,00 ",
Sufficiency ,Environmental impact (general),eco-living,"  170,00 ",
Sufficiency ,Social and Economic Sustainability Goals,shared child-rearing,"  170,00 ",
Sufficiency ,Social and Economic Sustainability Goals,shared child rearing,"  170,00 ",
Trade,Competitiveness,Resource caps,"  170,00 ",
Sufficiency ,Environmental impact (general),eco-friendly housing,"  169,00 ",
Food,Nutrient management and fertilization,mycorrhizal fungi applications,"  169,00 ",
Mobility,Energy/resource/emissions,transport related GHG,"  168,00 ",
Mobility,Metrics,passenger-distance,"  168,00 ",
Logistic,Transport infrastructure,sustainable fleet,"  168,00 ",
Sufficiency ,Driver of consumption,lean consumption,"  167,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",digital civic engagement,"  166,00 ",
Trade,Policy & Governance,Social Sustainability Policies,"  166,00 ",
Sufficiency ,Economic impact (general),sustainable food networks,"  161,00 ",
Sufficiency ,Resource conservation,low heating demand,"  161,00 ",
Logistic,Logistic,bike courier,"  161,00 ",
Sufficiency ,Climate,climate-smart food systems,"  160,00 ",
Trade,Power Dynamics and Trade,Global Trade Impact,"  160,00 ",
Food,Production / agriculture,improve crop breeding,"  160,00 ",
Digitalisation,Energy consumption limits,global energy justice,"  158,00 ",
Food,Production / agriculture,land gap,"  156,00 ",
Sufficiency ,General advantages/benefits,advantages of sustainable agriculture,"  155,00 ",
Sufficiency ,Resource conservation,low resource demand,"  155,00 ",
Mobility,Mobility dependency,transport dependency,"  155,00 ",
Trade,Trade and Sufficiency,Resource-based Trade,"  153,00 ",
Housing,Using Buildings,shared housing arrangement,"  153,00 ",
Logistic,Logistic,circular economy supply chain,"  152,00 ",
Housing,Buildings and their Attributes,college facility,"  151,00 ",
Urban settlements ,Urban form and morphology,Decentralized concentration,"  150,00 ",
Trade,Trade and Sufficiency,Trade Transition,"  149,00 ",
Logistic,Logistic,sufficiency plan,"  149,00 ",
Trade,Policy & Governance,Trade Policy Adjustment,"  148,00 ",
Trade,Environmental and Resource Use,Recycling Trade,"  148,00 ",
Logistic,Transport infrastructure,green transport system,"  148,00 ",
Trade,Trade and Sufficiency,Circular Trade,"  146,00 ",
Sufficiency ,Resource conservation,resource conversation,"  145,00 ",
Sufficiency ,Social impact (general),resource intensive food,"  145,00 ",
Sufficiency ,Justice,resource justice,"  143,00 ",
Food,Alternative and future farming approaches,digital agriculture for sustainability,"  142,00 ",
Food,Sustainable Breeding & Crop Improvement,gene editing in agriculture,"  142,00 ",
Mobility,Urbanism,sprawled urban form,"  141,00 ",
Food,Economic impact (general),food assembly,"  140,00 ",
Food,Nutrient management and fertilization,fertilizer dependency,"  138,00 ",
Sufficiency ,Planetary boundaries,earth limit,"  137,00 ",
Sufficiency ,Needs,need for living space,"  136,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,urban ecosystem restoration,"  135,00 ",
Sufficiency ,Mitigation,reduce nitrogen runoff,"  134,00 ",
Sufficiency ,Technology and Data in Urban Development,urban infrastructure monitoring,"  134,00 ",
Sufficiency ,Political Make-up & Governance,at-large elect,"  133,00 ",
Sufficiency ,Political Make-up & Governance,at large elect,"  133,00 ",
Logistic,Transport infrastructure,smart fleet,"  131,00 ",
Mobility,Energy/resource/emissions,transport footprint,"  130,00 ",
Sufficiency ,Political Make-up & Governance,bureaucratic decisionmaking,"  129,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,The three goals of sustainability,"  129,00 ",
Mobility,Mobility justice,mobility equality,"  129,00 ",
Trade,Global Competitiveness,reducing resource dependency,"  128,00 ",
Sufficiency ,General challenges/barriers,challenges in sustainable food systems,"  127,00 ",
Trade,Policy & Governance,Global Policy Coordination,"  127,00 ",
Trade,Job displacement,stranded workers,"  126,00 ",
Trade,Environmental and Resource Use,Low-Carbon Trade,"  126,00 ",
Mobility,Mobility demand,excess mobility,"  126,00 ",
Sufficiency ,Mitigation,agriculture GHG mitigation,"  125,00 ",
Sufficiency ,Social and Economic Sustainability Goals,barrier-free living,"  125,00 ",
Logistic,Transport infrastructure,waterborne freight,"  125,00 ",
Trade,Incentives & Behavioral Shifts,sufficiency-driven business models,"  124,00 ",
Sufficiency ,Resource conservation,sustainable material flow,"  123,00 ",
Housing,Buildings and their Attributes,high school facility,"  123,00 ",
Sufficiency ,Technology and Data in Urban Development,climate-resilient urban planning,"  122,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Environmental ratio,"  122,00 ",
Food,Alternative and future farming approaches,agroforestry cropping systems,"  121,00 ",
Housing,Energy/resource/emissions,building GHG,"  117,00 ",
Logistic,Transport infrastructure,sustainable transport measure,"  117,00 ",
Sufficiency ,Sufficiency,self-immunity system,"  116,00 ",
Trade,Global Competitiveness,Economics transitions,"  115,00 ",
Food,Food/ Food system,equitable food distribution,"  115,00 ",
Mobility,Metrics,travel per person,"  113,00 ",
Sufficiency ,Well-being,transport inclusiveness,"  112,00 ",
Housing,Energy/resource/emissions,building greenhouse gas,"  112,00 ",
Digitalisation,Material Footprint and E-Waste,waste colonialism,"  112,00 ",
Sufficiency ,Social and Economic Sustainability Goals,shared care work,"  111,00 ",
Trade,Innovation / Technology,energy sobriety,"  111,00 ",
Housing,Building Sector Policies and Measures,housing policy analysis,"  111,00 ",
Food,Biodiversity and pest management,beneficial insects in agriculture,"  110,00 ",
Sufficiency ,Policies,public policies for food security,"  108,00 ",
Sufficiency ,Political Make-up & Governance,legislative framework for sustainability,"  108,00 ",
Urban settlements ,Urban blue spaces,floodable park,"  108,00 ",
Sufficiency ,Political Make-up & Governance,bottom-up policymaking,"  107,00 ",
Sufficiency ,Political Make-up & Governance,bottom up policymaking,"  107,00 ",
Trade,Trade and Sufficiency,Economic Localization,"  106,00 ",
Sufficiency ,Drivers of production,repair economy,"  103,00 ",
Sufficiency ,Technology and Data in Urban Development,bureaucrat decision-making,"  103,00 ",
Housing,Energy/resource/emissions,building related emission,"  103,00 ",
Housing,Using Buildings,appliance size,"  103,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,social impact fund,"  102,00 ",
Sufficiency ,Resource conservation,household resource consumption,"  101,00 ",
Food,Interventions,healthy food intervention,"  101,00 ",
Logistic,Logistic,urban warehouse,"  101,00 ",
Sufficiency ,Adaptation,water-smart agriculture,"  100,00 ",
Trade,Trade and Sufficiency,Green Trade Policies,"  100,00 ",
Sufficiency ,Gender,Girl exclusion,"  99,00 ",
Sufficiency ,Needs,need-based planning,"  99,00 ",
Trade,Policy & Governance,Resource Distribution Policies,"  97,00 ",
Trade,Consumer / Cultural Issues (demand-side),Eco-lifestyles,"  95,00 ",
Trade,Transportation,mixed zoning,"  95,00 ",
Trade,Competitiveness,Socially responsible business models,"  94,00 ",
Urban settlements ,Urban blue spaces,urban blue infrastructure,"  92,00 ",
Sufficiency ,Environmental advantages/benefits,biodiversity and sustainable food,"  91,00 ",
Urban settlements ,Sustainable urban planning,rainwater infrastructure,"  91,00 ",
Housing,Using Buildings,compact dwelling,"  91,00 ",
Sufficiency ,Energy policies,low energy user,"  90,00 ",
Food,Climate adaptation and mitigation in agriculture,mitigating agricultural emissions,"  90,00 ",
Food,General,quantitative measure of sustainability,"  89,00 ",
Logistic,Logistic policies,Marco Polo II,"  88,00 ",
Sufficiency ,Poverty,alleviation elimination,"  87,00 ",
Sufficiency ,General advantages/benefits,agri-food system resilience,"  86,00 ",
Trade,Industry,Non-extractive industry,"  86,00 ",
Food,Nutrient management and fertilization,sustainable phosphorus use,"  86,00 ",
Sufficiency ,Drivers of production,downsizing production,"  85,00 ",
Sufficiency ,General challenges/barriers,obstacles to sustainable agriculture,"  85,00 ",
Trade,Negative Economic Impacts of Green Policies,Greenflation,"  84,00 ",
Sufficiency ,Food/Food system,circular economy in agri-food,"  83,00 ",
Sufficiency ,Mitigation,carbon-neutral agriculture,"  83,00 ",
Trade,Industry,Net-zero manufacturing,"  83,00 ",
Sufficiency ,Political Make-up & Governance,multi-level govern,"  81,00 ",
Sufficiency ,Political Make-up & Governance,multi level govern,"  81,00 ",
Trade,Consumer / Cultural Issues (demand-side),Cultural Revaluation,"  81,00 ",
Trade,Policy & Governance,Fair Trade Regulations,"  81,00 ",
Trade,Trade and Sufficiency,Post-growth Economics,"  81,00 ",
Sufficiency ,Adaptation,climate risk management in agriculture,"  80,00 ",
Sufficiency ,Resilience,disaster risk reduction in agriculture,"  80,00 ",
Sufficiency ,Well-being,mobility inclusiveness,"  80,00 ",
Trade,trade,sustainability in global trade,"  79,00 ",
Logistic,Transport infrastructure,green transport infrastructure,"  77,00 ",
Logistic,Logistic policies,Marco Polo program,"  77,00 ",
Sufficiency ,Social and Economic Sustainability Goals,decent building,"  75,00 ",
Logistic,Transport measures,short-sea ship,"  75,00 ",
Sufficiency ,Adaptation,agroecology and adaptation,"  74,00 ",
Urban settlements ,Urban form and morphology,Mixed-use urban forms,"  74,00 ",
Trade,Trade and Sufficiency,Local Trade Systems,"  74,00 ",
Trade,Policy & Governance,competition law and sustainability,"  73,00 ",
Trade,Policy & Governance,competition law for sustainability,"  73,00 ",
Trade,Trade and Sufficiency,Trade Decoupling,"  73,00 ",
Housing,Building Sector Policies and Measures,housing market intervention,"  73,00 ",
Trade,Environmental and Resource Use,Circular Resource Use,"  72,00 ",
Housing,Energy/resource/emissions,housing footprint,"  71,00 ",
Mobility,Mobility access,decent mobility,"  71,00 ",
Food,Water management and drought resilience,drip irrigation efficiency,"  71,00 ",
Sufficiency ,Mitigation,greenhouse gas reduction in agriculture,"  69,00 ",
Sufficiency ,Driver of consumption,demand moderation,"  68,00 ",
Sufficiency ,Economic impact (general),shortening food chain,"  68,00 ",
Sufficiency ,Environmental impact (general),net-positive building,"  68,00 ",
Sufficiency ,Lifestyle,multigenerational projects,"  68,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,nature-inclusive design,"  68,00 ",
Trade,Consumer / Cultural Issues (demand-side),Alternative Consumption Models,"  68,00 ",
Housing,Building Sector Policies and Measures,downsizing housing,"  68,00 ",
Mobility,Post-growth / degrowth mobility,post-growth planning,"  67,00 ",
Trade,Transportation,no-commute cities,"  66,00 ",
Sufficiency ,Lifestyle,social cohesion in housing,"  65,00 ",
Food,Livestock,sustainable dairy products,"  64,00 ",
Sufficiency ,Policies,food waste reduction policies,"  63,00 ",
Mobility,Car reduction,reduce vehicle size,"  63,00 ",
Logistic,Logistic policies,European Year of Rail,"  63,00 ",
Sufficiency ,Planetary boundaries,overshoot of planetary boundary,"  62,00 ",
Urban settlements ,Urban blue-green spaces,urban green-blue infrastructure,"  61,00 ",
Sufficiency ,Social and Economic Sustainability Goals,joint parenthood,"  60,00 ",
Trade,Trade and Sufficiency,Alternative Trade Models,"  60,00 ",
Sufficiency ,Social impact (general),low meat consumers,"  59,00 ",
Digitalisation,Energy consumption limits,digital asymmetry,"  59,00 ",
Logistic,Transport infrastructure,alternative-fuel fleet,"  59,00 ",
Logistic,Transport infrastructure,production corridor,"  59,00 ",
Sufficiency ,Resilience,food sovereignty and resilience,"  58,00 ",
Trade,Housing,Long-term city planning,"  58,00 ",
Sufficiency ,Economic barriers/challenges,economic challenges in agriculture,"  57,00 ",
Trade,Transportation,Car-free environments,"  57,00 ",
Trade,Food & Nutrition,coop supermarkets,"  57,00 ",
Mobility,Energy/resource/emissions,mobility footprint,"  56,00 ",
Logistic,Logistic policies,deep learning in supply chain,"  56,00 ",
Sufficiency ,Resource conservation,material demand reduction,"  55,00 ",
Sufficiency ,Environmental advantages/benefits,sustainable land use in food production,"  54,00 ",
Sufficiency ,Social and Economic Sustainability Goals,social equity in housing,"  54,00 ",
Sufficiency ,Social and Economic Sustainability Goals,gender mainstreaming in urban planning,"  54,00 ",
Mobility,Mobility demand,mobility excess,"  54,00 ",
Logistic,Logistic,carbon-neutral supply chain,"  54,00 ",
Sufficiency ,Well-being,living well on less,"  53,00 ",
Sufficiency ,Resource conservation,zero emission housing,"  52,00 ",
Sufficiency ,Social impact (general),moderate meat consumption,"  52,00 ",
Trade,Environmental and Resource Use,Environmental Trade Barriers,"  52,00 ",
Housing,Using Buildings,shared building space,"  51,00 ",
Trade,Environmental and Resource Use,Trade and Carbon Footprint,"  50,00 ",
Trade,Food & Nutrition,Unpackaged goods,"  50,00 ",
Trade,Consumer / Cultural Issues (demand-side),Value-based Consumption,"  49,00 ",
Trade,Environmental and Resource Use,Eco-conscious Consumption,"  49,00 ",
Mobility,Lifestyle and behaviour,transport lifestyle,"  49,00 ",
Sufficiency ,Lifestyle,socio-spatial dynamic,"  48,00 ",
Trade,Competitiveness,Minimalist production,"  48,00 ",
Logistic,Logistic policies,Freight transport logistics action plan,"  47,00 ",
Sufficiency ,Technology and Data in Urban Development,carbon capture integration,"  46,00 ",
Sufficiency ,Social and Economic Sustainability Goals,decent living condition,"  44,00 ",
Trade,Policy & Governance,sustainability-oriented governance,"  44,00 ",
Logistic,Transport infrastructure,resilient transport network,"  44,00 ",
Logistic,Transport measures,Eco-Friendly Vessel,"  44,00 ",
Mobility,Energy/resource/emissions,emission from mobility,"  43,00 ",
Sufficiency ,Technology and Data in Urban Development,urban densification strategy,"  42,00 ",
Trade,Trade and Sufficiency,Consumption-based Trade,"  42,00 ",
Trade,Crisis Management,Decentralized Energy Transition,"  41,00 ",
Housing,Energy/resource/emissions,building related GHG,"  41,00 ",
Logistic,Logistic policies,Intergovernmental Organisation for International Carriage by Rail,"  41,00 ",
Urban settlements ,Urban waste management infrastructure,centralized waste management system,"  40,00 ",
Trade,Competitiveness,Degrowth in business,"  40,00 ",
Mobility,Mobility policies,transport energy reduction,"  39,00 ",
Mobility,Mobility justice,travel equity,"  39,00 ",
Trade,AI? Digital?,Low-energy computers,"  38,00 ",
Logistic,Transport infrastructure,proximity station,"  38,00 ",
Sufficiency ,Mitigation,agriculture production emissions,"  37,00 ",
Urban settlements ,Urban form and morphology,Parasite architecture,"  37,00 ",
Urban settlements ,Urban blue spaces,attenuation basins,"  37,00 ",
Food,Nutrient management and fertilization,organic farming fertilizers,"  37,00 ",
Logistic,Logistic policies,European Union's Corporate Sustainability Reporting Directive,"  37,00 ",
Trade,Consumer Goods,Rental fashion,"  36,00 ",
Mobility,Mobility policies,mobility enoughness,"  36,00 ",
Logistic,Transport infrastructure,alternative transport model,"  36,00 ",
Food,Fiscal,taxes on energy-dense foods,"  35,00 ",
Sufficiency ,Environmental impact (general),eco-friendly heating,"  34,00 ",
Sufficiency ,Lifestyle,household sustainability practices,"  34,00 ",
Sufficiency ,Political Make-up & Governance,city manager model,"  34,00 ",
Logistic,Transport infrastructure,sufficient transport infrastructure,"  34,00 ",
Mobility,Mobility policies,low transport energy,"  33,00 ",
Trade,trade,community-based trade,"  32,00 ",
Trade,Policy & Governance,Cross-border Trade Policies,"  32,00 ",
Trade,Trade and Sufficiency,Resource-efficient Supply Chains,"  32,00 ",
Mobility,Mobility policies,low transport demand,"  32,00 ",
Mobility,Energy/resource/emissions,mobility related energy,"  32,00 ",
Logistic,Logistic,resource-efficient supply chain,"  32,00 ",
Sufficiency ,Accessibility,tech hegemony,"  31,00 ",
Sufficiency ,Drivers of production,slow production cycle,"  31,00 ",
Trade,Policy & Governance,Equitable Trade Policies,"  31,00 ",
Housing,Energy/resource/emissions,building related greenhouse gas,"  31,00 ",
Housing,Building Sector Policies and Measures,residential sector policy,"  31,00 ",
Mobility,Transport mode,mod shift,"  31,00 ",
Trade,Trade and Sufficiency,Alternative Trade Agreements,"  30,00 ",
Mobility,Mobility policies,transport energy management,"  29,00 ",
Sufficiency ,Political Make-up & Governance,govern transparency,"  28,00 ",
Sufficiency ,Resilience,resilient agriculture policies,"  28,00 ",
Sufficiency ,Resource conservation,land take reduction,"  28,00 ",
Sufficiency ,Technology and Data in Urban Development,decentral energy system,"  28,00 ",
Trade,Innovation / Technology,technology sufficiency,"  28,00 ",
Mobility,Energy/resource/emissions,mobility CO2,"  28,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",crowdsourced policy,"  27,00 ",
Mobility,Energy/resource/emissions,mobility related emission,"  27,00 ",
Food,Alternative and future farming approaches,urban agriculture resilience,"  27,00 ",
Logistic,Transport measures,tonne.km,"  27,00 ",
Sufficiency ,Drivers of production,shared-manufacturing platform,"  26,00 ",
Trade,Social & Labor Impacts,job-sharing models,"  26,00 ",
Food,Strategies and solutions,food distribution strategies,"  26,00 ",
Sufficiency ,Mitigation,low-carbon food production,"  25,00 ",
Mobility,Mobility justice,transport equality,"  25,00 ",
Food,Food,food assistance effectiveness,"  25,00 ",
Food,Strategies and solutions,food insecurity solutions,"  25,00 ",
Logistic,Logistic,waste-reduction supply chain,"  25,00 ",
Logistic,Logistic,road cabotage,"  25,00 ",
Sufficiency ,Technology and Data in Urban Development,multi-stakeholder government,"  24,00 ",
Sufficiency ,Energy policies,low-carbon energy demand,"  23,00 ",
Sufficiency ,General advantages/benefits,climate change adaptation in food systems,"  23,00 ",
Urban settlements ,Sustainable urban planning,rainway,"  23,00 ",
Trade,Job displacement,deindustrialization effects,"  23,00 ",
Sufficiency ,Lifestyle,1.5° lifestyle,"  22,00 ",
Sufficiency ,Policies,agri-food system policies,"  22,00 ",
Trade,Innovation / Technology,low energy infrastructure,"  22,00 ",
Mobility,Mobility policies,low demand for transport,"  22,00 ",
Mobility,Mobility demand,travel excess,"  22,00 ",
Food,Livestock,reduce emissions from fertilizers,"  22,00 ",
Sufficiency ,Technology and Data in Urban Development,circular urban economy,"  21,00 ",
Trade,Policy & Governance,market-led sustainability,"  21,00 ",
Mobility,Mobility policies,transport demand reduction,"  21,00 ",
Sufficiency ,Political Make-up & Governance,municipal governance model,"  20,00 ",
Trade,Policy & Governance,Sufficiency-oriented Policies,"  20,00 ",
Mobility,Car reduction,vehicle size reduction,"  20,00 ",
Sufficiency ,Policies,transformative agricultural policies,"  19,00 ",
Sufficiency ,Resource conservation,improve housing insulation,"  19,00 ",
Trade,Innovation / Technology,recycled content mandate,"  19,00 ",
Trade,Technology & Innovation,resource-intensive economic growth,"  19,00 ",
Housing,Using Buildings,flexible housing model,"  19,00 ",
Mobility,Mobility policies,mobility demand management,"  19,00 ",
Food,Nutrient management and fertilization,nutrient cycling in cropping systems,"  19,00 ",
Logistic,Transport infrastructure,optimized road transport,"  19,00 ",
Urban settlements ,Urban form and morphology,Smart sustainable city models,"  18,00 ",
Trade,Policy & Governance,Climate Trade Policies,"  18,00 ",
Trade,Trade and Sufficiency,Trade and Resource Constraints,"  18,00 ",
Trade,Environmental and Resource Use,Climate-friendly Trade,"  18,00 ",
Housing,Building Sector Policies and Measures,building sector legislation,"  18,00 ",
Mobility,Car reduction,reduction in horsepower,"  18,00 ",
Mobility,Energy/resource/emissions,mobility greenhouse gas,"  18,00 ",
Logistic,Logistic policies,EU’s energy transition,"  18,00 ",
Sufficiency ,Resource conservation,absolute energy reduction,"  17,00 ",
Trade,Consumer / Cultural Issues (demand-side),Cultural Attitudes Toward Sustainability,"  17,00 ",
Trade,Trade and Sufficiency,Eco-friendly Trade,"  17,00 ",
Mobility,Post-growth / degrowth mobility,degrowth planning,"  17,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,government subsid,"  16,00 ",
Sufficiency ,Resource conservation,low land demand,"  16,00 ",
Urban settlements ,Urban densification and urban sprawl,Density optimization process,"  16,00 ",
Trade,trade,local economic strengthening,"  16,00 ",
Trade,Finance and Investment,green development finance,"  16,00 ",
Trade,Industrial Policy,conventional industrial policies,"  16,00 ",
Housing,Energy/resource/emissions,housing related energy,"  16,00 ",
Food,Production / agriculture,innovative food network,"  16,00 ",
Food,Sustainable Breeding & Crop Improvement,sustainable crop breeding,"  16,00 ",
Logistic,Transport measures,mileage volume,"  16,00 ",
Logistic,Logistic,zero-waste supply chain,"  16,00 ",
Urban settlements ,Urban blue-green spaces,urban wetland forest,"  15,00 ",
Logistic,Logistic,optimized logistics supply chain,"  15,00 ",
Sufficiency ,Resource conservation,low demand for heating,"  14,00 ",
Trade,Policy & Governance,decentralized economic governance,"  14,00 ",
Digitalisation,Democracy,Global Surveillance Capitalism,"  14,00 ",
Digitalisation,Material Footprint and E-Waste,digital discard,"  14,00 ",
Mobility,Mobility policies,demand-side mobility,"  14,00 ",
Mobility,Energy/resource/emissions,mobility related GHG,"  14,00 ",
Food,Livestock,regenerative livestock farming,"  14,00 ",
Sufficiency ,Economic impact (general),economic viability of sustainable practices,"  13,00 ",
Sufficiency ,Needs,social need fulfilment,"  13,00 ",
Food,Diet,dietary guidelines impact,"  13,00 ",
Food,General,sufficiency in food systems,"  13,00 ",
Logistic,Transport measures,responsible driving habit,"  13,00 ",
Logistic,Logistic,plan sufficiency,"  13,00 ",
Sufficiency ,Environmental barriers/challenges,environmental constraints in food production,"  12,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",universal access to resource,"  12,00 ",
Urban settlements ,Urban form and morphology,Urban compact model,"  12,00 ",
Urban settlements ,Biodiversity conservation & habitat protection,biodiversity net-gain policy,"  12,00 ",
Trade,Trade and Sufficiency,Trade for Climate Justice,"  12,00 ",
Housing,Energy/resource/emissions,housing related emission,"  12,00 ",
Digitalisation,Affordability,Low-income technology,"  12,00 ",
Mobility,Car reduction,reduce the mass of car,"  12,00 ",
Mobility,Energy/resource/emissions,mobility GHG,"  12,00 ",
Food,Climate adaptation and mitigation in agriculture,reducing greenhouse gas emissions in farming,"  12,00 ",
Logistic,Transport infrastructure,minimalist infrastructure,"  12,00 ",
Sufficiency ,Drivers of production,sufficiency-based business model,"  11,00 ",
Sufficiency ,Food/Food system,nature-based solutions for food security,"  11,00 ",
Sufficiency ,Lifestyle,social capital in urban environments,"  11,00 ",
Sufficiency ,Resource conservation,reduction material flow,"  11,00 ",
Sufficiency ,Technology and Data in Urban Development,decentral govern,"  11,00 ",
Trade,trade,Sustainable Export Strategies,"  11,00 ",
Trade,Finance and Investment,sustainable trade finance,"  11,00 ",
Trade,Environmental and Resource Use,Sustainable Trade Networks,"  11,00 ",
Mobility,Mobility safety,highway-related accident,"  11,00 ",
Food,Practices,food sufficiency practice,"  11,00 ",
Food,Practices,food sufficiency practices,"  11,00 ",
Logistic,Transport infrastructure,smart road transport,"  11,00 ",
Logistic,Transport infrastructure,green shipper,"  11,00 ",
Logistic,Transport infrastructure,smart shipper,"  11,00 ",
Sufficiency ,Political Make-up & Governance,state intervention in urban planning,"  10,00 ",
Sufficiency ,Political Make-up & Governance,elector district,"  10,00 ",
Sufficiency ,Social and Economic Sustainability Goals,gender-responsive-housing,"  10,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Effective territorial strategies,"  10,00 ",
Trade,Consumer / Cultural Issues (demand-side),Eco-conscious Marketing,"  10,00 ",
Housing,Energy/resource/emissions,housing CO2,"  10,00 ",
Food,Strategies and solutions,community nutrition strategy,"  10,00 ",
Food,Strategies and solutions,community nutrition strategies,"  10,00 ",
Food,Strategies and solutions,hunger mitigation strategy,"  10,00 ",
Food,Strategies and solutions,hunger mitigation strategies,"  10,00 ",
Food,Alternative and future farming approaches,vertical farming sustainability,"  10,00 ",
Food,Economic impact (general),alternate food networks,"  10,00 ",
Logistic,Transport infrastructure,shared road transport,"  10,00 ",
Logistic,Logistic,AI-power warehouse,"  10,00 ",
Sufficiency ,Environmental advantages/benefits,agroecology and environmental protection,"  9,00 ",
Sufficiency ,General,public health and sustainable diets,"  9,00 ",
Sufficiency ,Social and Economic Sustainability Goals,gender-sensitive housing,"  9,00 ",
Urban settlements ,Urban blue spaces,urban canal network,"  9,00 ",
Trade,Social & Labor Impacts,ethical labor policies,"  9,00 ",
Housing,Building Sector Policies and Measures,building sector regulation,"  9,00 ",
Mobility,Mobility justice,travel equality,"  9,00 ",
Logistic,Transport infrastructure,optimized freight route,"  9,00 ",
Logistic,Transport infrastructure,multimodal freight operation,"  9,00 ",
Sufficiency ,Resource conservation,low space demand,"  8,00 ",
Sufficiency ,Resource conservation,net zero emission housing,"  8,00 ",
Urban settlements ,Urban form and morphology,Green spatial layout,"  8,00 ",
Trade,Policy & Governance,state-led sustainability,"  8,00 ",
Trade,trade,balanced trade growth,"  8,00 ",
Trade,Technology & Innovation,AI and Sufficiency,"  8,00 ",
Food,Biodiversity and pest management,agroforestry for pest control,"  8,00 ",
Logistic,Logistic,eco-conscious supply chain,"  8,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",inclusive polic,"  7,00 ",
Urban settlements ,Urban form and morphology,Decentralized urban models,"  7,00 ",
Urban settlements ,Sustainable urban planning,urban-rural interface planning,"  7,00 ",
Trade,Innovation / Technology,minimalist product design,"  7,00 ",
Trade,Global Competitiveness,balance competitiveness and sustainability,"  7,00 ",
Mobility,Mobility policies,low mobility energy,"  7,00 ",
Mobility,Energy/resource/emissions,mobility related greenhouse gas,"  7,00 ",
Food,Nutrition,nutrition quota,"  7,00 ",
Logistic,Transport measures,freight rat,"  7,00 ",
Logistic,Logistic,crowd logistic,"  7,00 ",
Sufficiency ,Political Make-up & Governance,elector representation,"  6,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Inward urbanization,"  6,00 ",
Trade,Competitiveness,Environmental limits in production,"  6,00 ",
Trade,trade,resilient trade networks,"  6,00 ",
Trade,Consumer / Cultural Issues (demand-side),Cultural Sustainability Initiatives,"  6,00 ",
Trade,Consumer / Cultural Issues (demand-side),Cultural Resistance to Sustainability,"  6,00 ",
Housing,Energy/resource/emissions,housing GHG,"  6,00 ",
Housing,Energy/resource/emissions,housing greenhouse gas,"  6,00 ",
Mobility,Mobility policies,low mobility demand,"  6,00 ",
Logistic,Transport infrastructure,optimized shipper,"  6,00 ",
Sufficiency ,Environmental advantages/benefits,environmental benefits of sufficiency,"  5,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban performance index,"  5,00 ",
Trade,Job displacement,sectoral job displacement,"  5,00 ",
Trade,Environmental and Resource Use,Absolute Resource Reduction,"  5,00 ",
Housing,Energy/resource/emissions,building related resource,"  5,00 ",
Mobility,Car reduction,private car use reduction,"  5,00 ",
Mobility,Mobility policies,low demand for mobility,"  5,00 ",
Food,Livestock,methane reduction in cattle,"  5,00 ",
Food,General,food sufficiency strategies,"  5,00 ",
Logistic,Logistic,responsible sourcing supply chain,"  5,00 ",
Sufficiency ,Economic impact (general),alternate food networks (AFNs),"  4,00 ",
Sufficiency ,Lifestyle,self-organised housing project,"  4,00 ",
Sufficiency ,Mitigation,mitigation strategies in food systems,"  4,00 ",
Sufficiency ,Social barriers/challenges,cultural shifts in food consumption,"  4,00 ",
Trade,Innovation / Technology,energy descent strategies,"  4,00 ",
Trade,trade,self-reliant trade,"  4,00 ",
Trade,Consumer / Cultural Issues (demand-side),Resource-efficient Consumerism,"  4,00 ",
Mobility,"Infrastructure, planning, policy",15 Min Cit,"  4,00 ",
Food,Strategies and solutions,proven nutrition strategies,"  4,00 ",
Food,Climate adaptation and mitigation in agriculture,climate-adaptive cropping systems,"  4,00 ",
Logistic,Transport infrastructure,sustainable shipper,"  4,00 ",
Logistic,Transport infrastructure,sustainable transit plan,"  4,00 ",
Logistic,Transport measures,AI-driven ship,"  4,00 ",
Sufficiency ,Economic impact (general),cost-effectiveness of sustainable agriculture,"  3,00 ",
Sufficiency ,Economic impact (general),profitability of regenerative agriculture,"  3,00 ",
Sufficiency ,Economic impact (general),food assembly (FA),"  3,00 ",
Sufficiency ,General,consumer behavior and sustainable diets,"  3,00 ",
Sufficiency ,Global,global cross-sector policy,"  3,00 ",
Sufficiency ,Policies,food and climate governance,"  3,00 ",
